C macros	libc-2.18-x64	libc-2.18-i686	libc-2.17-x32	libc-2.9-nacl-x64	libc-2.9-nacl-i686
EBADRQC	56	56	56	56	56
EBADSLT	57	57	57	57	57
EBFONT	59	59	59	59	59
EBUSY	16	16	16	16	16
ECANCELED	125	125	125	125	125
ECHILD	10	10	10	10	10
ECHRNG	44	44	44	44	44
ECOMM	70	70	70	70	70
ECONNABORTED	103	103	103	103	103
ECONNREFUSED	111	111	111	111	111
ECONNRESET	104	104	104	104	104
EDEADLK	35	35	35	35	35
EDEADLOCK	EDEADLK	EDEADLK	EDEADLK	EDEADLK	EDEADLK
EDESTADDRREQ	89	89	89	89	89
EDOM	33	33	33	33	33
EDOTDOT	73	73	73	73	73
EDQUOT	122	122	122	122	122
EEXIST	17	17	17	17	17
EFAULT	14	14	14	14	14
EFA_PARISC_1_0	0x020b	0x020b	0x020b	0x020b	0x020b
EFA_PARISC_1_1	0x0210	0x0210	0x0210	0x0210	0x0210
EFA_PARISC_2_0	0x0214	0x0214	0x0214	0x0214	0x0214
EFBIG	27	27	27	27	27
EF_ALPHA_32BIT	1	1	1	1	1
EF_ALPHA_CANRELAX	2	2	2	2	2
EF_ARM_ABI_FLOAT_HARD	0x400	0x400	0x400	???	???
EF_ARM_ABI_FLOAT_SOFT	0x200	0x200	0x200	???	???
EF_ARM_ALIGN8	0x40	0x40	0x40	0x40	0x40
EF_ARM_APCS_26	0x08	0x08	0x08	0x08	0x08
EF_ARM_APCS_FLOAT	0x10	0x10	0x10	0x10	0x10
EF_ARM_BE8	0x00800000	0x00800000	0x00800000	???	???
EF_ARM_DYNSYMSUSESEGIDX	0x08	0x08	0x08	0x08	0x08
EF_ARM_EABIMASK	0XFF000000	0XFF000000	0XFF000000	0XFF000000	0XFF000000
EF_ARM_EABI_UNKNOWN	0x00000000	0x00000000	0x00000000	0x00000000	0x00000000
EF_ARM_EABI_VER1	0x01000000	0x01000000	0x01000000	0x01000000	0x01000000
EF_ARM_EABI_VER2	0x02000000	0x02000000	0x02000000	0x02000000	0x02000000
EF_ARM_EABI_VER3	0x03000000	0x03000000	0x03000000	???	???
EF_ARM_EABI_VER4	0x04000000	0x04000000	0x04000000	???	???
EF_ARM_EABI_VER5	0x05000000	0x05000000	0x05000000	???	???
EF_ARM_EABI_VERSION(flags)	((flags) &amp; EF_ARM_EABIMASK)	((flags) &amp; EF_ARM_EABIMASK)	((flags) &amp; EF_ARM_EABIMASK)	((flags) &amp; EF_ARM_EABIMASK)	((flags) &amp; EF_ARM_EABIMASK)
EF_ARM_HASENTRY	0x02	0x02	0x02	0x02	0x02
EF_ARM_INTERWORK	0x04	0x04	0x04	0x04	0x04
EF_ARM_LE8	0x00400000	0x00400000	0x00400000	???	???
EF_ARM_MAPSYMSFIRST	0x10	0x10	0x10	0x10	0x10
EF_ARM_MAVERICK_FLOAT	0x800	0x800	0x800	???	???
EF_ARM_NEW_ABI	0x80	0x80	0x80	0x80	0x80
EF_ARM_OLD_ABI	0x100	0x100	0x100	0x100	0x100
EF_ARM_PIC	0x20	0x20	0x20	0x20	0x20
EF_ARM_RELEXEC	0x01	0x01	0x01	0x01	0x01
EF_ARM_SOFT_FLOAT	0x200	0x200	0x200	???	???
EF_ARM_SYMSARESORTED	0x04	0x04	0x04	0x04	0x04
EF_ARM_VFP_FLOAT	0x400	0x400	0x400	???	???
EF_CPU32	0x00810000	0x00810000	0x00810000	0x00810000	0x00810000
EF_IA_64_ABI64	0x00000010	0x00000010	0x00000010	0x00000010	0x00000010
EF_IA_64_ARCH	0xff000000	0xff000000	0xff000000	0xff000000	0xff000000
EF_IA_64_MASKOS	0x0000000f	0x0000000f	0x0000000f	0x0000000f	0x0000000f
EF_MIPS_64BIT_WHIRL	16	16	16	16	16
EF_MIPS_ABI2	32	32	32	32	32
EF_MIPS_ABI_ON32	64	64	64	64	64
EF_MIPS_ARCH	0xf0000000	0xf0000000	0xf0000000	0xf0000000	0xf0000000
EF_MIPS_ARCH_1	0x00000000	0x00000000	0x00000000	0x00000000	0x00000000
EF_MIPS_ARCH_2	0x10000000	0x10000000	0x10000000	0x10000000	0x10000000
EF_MIPS_ARCH_3	0x20000000	0x20000000	0x20000000	0x20000000	0x20000000
EF_MIPS_ARCH_32	0x50000000	0x50000000	0x50000000	0x60000000	0x60000000
EF_MIPS_ARCH_32R2	0x70000000	0x70000000	0x70000000	???	???
EF_MIPS_ARCH_4	0x30000000	0x30000000	0x30000000	0x30000000	0x30000000
EF_MIPS_ARCH_5	0x40000000	0x40000000	0x40000000	0x40000000	0x40000000
EF_MIPS_ARCH_64	0x60000000	0x60000000	0x60000000	0x70000000	0x70000000
EF_MIPS_ARCH_64R2	0x80000000	0x80000000	0x80000000	???	???
EF_MIPS_CPIC	4	4	4	4	4
EF_MIPS_NOREORDER	1	1	1	1	1
EF_MIPS_PIC	2	2	2	2	2
EF_MIPS_XGOT	8	8	8	8	8
EF_PARISC_ARCH	0x0000ffff	0x0000ffff	0x0000ffff	0x0000ffff	0x0000ffff
EF_PARISC_EXT	0x00020000	0x00020000	0x00020000	0x00020000	0x00020000
EF_PARISC_LAZYSWAP	0x00400000	0x00400000	0x00400000	0x00400000	0x00400000
EF_PARISC_LSB	0x00040000	0x00040000	0x00040000	0x00040000	0x00040000
EF_PARISC_NO_KABP	0x00100000	0x00100000	0x00100000	0x00100000	0x00100000
EF_PARISC_TRAPNIL	0x00010000	0x00010000	0x00010000	0x00010000	0x00010000
EF_PARISC_WIDE	0x00080000	0x00080000	0x00080000	0x00080000	0x00080000
EF_PPC_EMB	0x80000000	0x80000000	0x80000000	0x80000000	0x80000000
EF_PPC_RELOCATABLE	0x00010000	0x00010000	0x00010000	0x00010000	0x00010000
EF_PPC_RELOCATABLE_LIB	0x00008000	0x00008000	0x00008000	0x00008000	0x00008000
EF_S390_HIGH_GPRS	0x00000001	0x00000001	0x00000001	???	???
EF_SH1	0x1	0x1	0x1	???	???
EF_SH2	0x2	0x2	0x2	???	???
EF_SH2A	0xd	0xd	0xd	???	???
EF_SH2A_NOFPU	0x13	0x13	0x13	???	???
EF_SH2A_SH3E	0x18	0x18	0x18	???	???
EF_SH2A_SH3_NOFPU	0x16	0x16	0x16	???	???
EF_SH2A_SH4	0x17	0x17	0x17	???	???
EF_SH2A_SH4_NOFPU	0x15	0x15	0x15	???	???
EF_SH2E	0xb	0xb	0xb	???	???
EF_SH3	0x3	0x3	0x3	???	???
EF_SH3E	0x8	0x8	0x8	???	???
EF_SH3_DSP	0x5	0x5	0x5	???	???
EF_SH3_NOMMU	0x14	0x14	0x14	???	???
EF_SH4	0x9	0x9	0x9	???	???
EF_SH4A	0xc	0xc	0xc	???	???
EF_SH4AL_DSP	0x6	0x6	0x6	???	???
EF_SH4A_NOFPU	0x11	0x11	0x11	???	???
EF_SH4_NOFPU	0x10	0x10	0x10	???	???
EF_SH4_NOMMU_NOFPU	0x12	0x12	0x12	???	???
EF_SH_DSP	0x4	0x4	0x4	???	???
EF_SH_MACH_MASK	0x1f	0x1f	0x1f	???	???
EF_SH_UNKNOWN	0x0	0x0	0x0	???	???
EF_SPARCV9_MM	3	3	3	3	3
EF_SPARCV9_PSO	1	1	1	1	1
EF_SPARCV9_RMO	2	2	2	2	2
EF_SPARCV9_TSO	0	0	0	0	0
EF_SPARC_32PLUS	0x000100	0x000100	0x000100	0x000100	0x000100
EF_SPARC_EXT_MASK	0xFFFF00	0xFFFF00	0xFFFF00	0xFFFF00	0xFFFF00
EF_SPARC_HAL_R1	0x000400	0x000400	0x000400	0x000400	0x000400
EF_SPARC_LEDATA	0x800000	0x800000	0x800000	0x800000	0x800000
EF_SPARC_SUN_US1	0x000200	0x000200	0x000200	0x000200	0x000200
EF_SPARC_SUN_US3	0x000800	0x000800	0x000800	0x000800	0x000800
EHOSTDOWN	112	112	112	112	112
EHOSTUNREACH	113	113	113	113	113
EHWPOISON	133	133	133	???	???
EIDRM	43	43	43	43	43
EILSEQ	84	84	84	84	84
EINPROGRESS	115	115	115	115	115
EINTR	4	4	4	4	4
EINVAL	22	22	22	22	22
EIO	5	5	5	5	5
EISCONN	106	106	106	106	106
EISDIR	21	21	21	21	21
EISNAM	120	120	120	120	120
EI_ABIVERSION	8	8	8	8	8
EI_CLASS	4	4	4	4	4
EI_DATA	5	5	5	5	5
EI_MAG0	0	0	0	0	0
EI_MAG1	1	1	1	1	1
EI_MAG2	2	2	2	2	2
EI_MAG3	3	3	3	3	3
EI_NIDENT	(16)	(16)	(16)	(16)	(16)
EI_OSABI	7	7	7	7	7
EI_PAD	9	9	9	9	9
EI_VERSION	6	6	6	6	6
EKEYEXPIRED	127	127	127	127	127
EKEYREJECTED	129	129	129	129	129
EKEYREVOKED	128	128	128	128	128
EL2HLT	51	51	51	51	51
EL2NSYNC	45	45	45	45	45
EL3HLT	46	46	46	46	46
EL3RST	47	47	47	47	47
ELF32_M_INFO(sym,size)	(((sym) &lt;&lt; 8) + (unsigned char) (size))	(((sym) &lt;&lt; 8) + (unsigned char) (size))	(((sym) &lt;&lt; 8) + (unsigned char) (size))	(((sym) &lt;&lt; 8) + (unsigned char) (size))	(((sym) &lt;&lt; 8) + (unsigned char) (size))
ELF32_M_SIZE(info)	((unsigned char) (info))	((unsigned char) (info))	((unsigned char) (info))	((unsigned char) (info))	((unsigned char) (info))
ELF32_M_SYM(info)	((info) &gt;&gt; 8)	((info) &gt;&gt; 8)	((info) &gt;&gt; 8)	((info) &gt;&gt; 8)	((info) &gt;&gt; 8)
ELF32_R_INFO(sym,type)	(((sym) &lt;&lt; 8) + ((type) &amp; 0xff))	(((sym) &lt;&lt; 8) + ((type) &amp; 0xff))	(((sym) &lt;&lt; 8) + ((type) &amp; 0xff))	(((sym) &lt;&lt; 8) + ((type) &amp; 0xff))	(((sym) &lt;&lt; 8) + ((type) &amp; 0xff))
ELF32_R_SYM(val)	((val) &gt;&gt; 8)	((val) &gt;&gt; 8)	((val) &gt;&gt; 8)	((val) &gt;&gt; 8)	((val) &gt;&gt; 8)
ELF32_R_TYPE(val)	((val) &amp; 0xff)	((val) &amp; 0xff)	((val) &amp; 0xff)	((val) &amp; 0xff)	((val) &amp; 0xff)
ELF32_ST_BIND(val)	(((unsigned char) (val)) &gt;&gt; 4)	(((unsigned char) (val)) &gt;&gt; 4)	(((unsigned char) (val)) &gt;&gt; 4)	(((unsigned char) (val)) &gt;&gt; 4)	(((unsigned char) (val)) &gt;&gt; 4)
ELF32_ST_INFO(bind,type)	(((bind) &lt;&lt; 4) + ((type) &amp; 0xf))	(((bind) &lt;&lt; 4) + ((type) &amp; 0xf))	(((bind) &lt;&lt; 4) + ((type) &amp; 0xf))	(((bind) &lt;&lt; 4) + ((type) &amp; 0xf))	(((bind) &lt;&lt; 4) + ((type) &amp; 0xf))
ELF32_ST_TYPE(val)	((val) &amp; 0xf)	((val) &amp; 0xf)	((val) &amp; 0xf)	((val) &amp; 0xf)	((val) &amp; 0xf)
ELF32_ST_VISIBILITY(o)	((o) &amp; 0x03)	((o) &amp; 0x03)	((o) &amp; 0x03)	((o) &amp; 0x03)	((o) &amp; 0x03)
ELF64_M_INFO(sym,size)	ELF32_M_INFO (sym, size)	ELF32_M_INFO (sym, size)	ELF32_M_INFO (sym, size)	ELF32_M_INFO (sym, size)	ELF32_M_INFO (sym, size)
ELF64_M_SIZE(info)	ELF32_M_SIZE (info)	ELF32_M_SIZE (info)	ELF32_M_SIZE (info)	ELF32_M_SIZE (info)	ELF32_M_SIZE (info)
ELF64_M_SYM(info)	ELF32_M_SYM (info)	ELF32_M_SYM (info)	ELF32_M_SYM (info)	ELF32_M_SYM (info)	ELF32_M_SYM (info)
ELF64_R_INFO(sym,type)	((((Elf64_Xword) (sym)) &lt;&lt; 32) + (type))	((((Elf64_Xword) (sym)) &lt;&lt; 32) + (type))	((((Elf64_Xword) (sym)) &lt;&lt; 32) + (type))	((((Elf64_Xword) (sym)) &lt;&lt; 32) + (type))	((((Elf64_Xword) (sym)) &lt;&lt; 32) + (type))
ELF64_R_SYM(i)	((i) &gt;&gt; 32)	((i) &gt;&gt; 32)	((i) &gt;&gt; 32)	((i) &gt;&gt; 32)	((i) &gt;&gt; 32)
ELF64_R_TYPE(i)	((i) &amp; 0xffffffff)	((i) &amp; 0xffffffff)	((i) &amp; 0xffffffff)	((i) &amp; 0xffffffff)	((i) &amp; 0xffffffff)
ELF64_ST_BIND(val)	ELF32_ST_BIND (val)	ELF32_ST_BIND (val)	ELF32_ST_BIND (val)	ELF32_ST_BIND (val)	ELF32_ST_BIND (val)
ELF64_ST_INFO(bind,type)	ELF32_ST_INFO ((bind), (type))	ELF32_ST_INFO ((bind), (type))	ELF32_ST_INFO ((bind), (type))	ELF32_ST_INFO ((bind), (type))	ELF32_ST_INFO ((bind), (type))
ELF64_ST_TYPE(val)	ELF32_ST_TYPE (val)	ELF32_ST_TYPE (val)	ELF32_ST_TYPE (val)	ELF32_ST_TYPE (val)	ELF32_ST_TYPE (val)
ELF64_ST_VISIBILITY(o)	ELF32_ST_VISIBILITY (o)	ELF32_ST_VISIBILITY (o)	ELF32_ST_VISIBILITY (o)	ELF32_ST_VISIBILITY (o)	ELF32_ST_VISIBILITY (o)
ELFCLASS32	1	1	1	1	1
ELFCLASS64	2	2	2	2	2
ELFCLASSNONE	0	0	0	0	0
ELFCLASSNUM	3	3	3	3	3
ELFDATA2LSB	1	1	1	1	1
ELFDATA2MSB	2	2	2	2	2
ELFDATANONE	0	0	0	0	0
ELFDATANUM	3	3	3	3	3
ELFMAG	&quot;\177ELF&quot;	&quot;\177ELF&quot;	&quot;\177ELF&quot;	&quot;\177ELF&quot;	&quot;\177ELF&quot;
ELFMAG0	0x7f	0x7f	0x7f	0x7f	0x7f
ELFMAG1	&#39;E&#39;	&#39;E&#39;	&#39;E&#39;	&#39;E&#39;	&#39;E&#39;
ELFMAG2	&#39;L&#39;	&#39;L&#39;	&#39;L&#39;	&#39;L&#39;	&#39;L&#39;
ELFMAG3	&#39;F&#39;	&#39;F&#39;	&#39;F&#39;	&#39;F&#39;	&#39;F&#39;
ELFOSABI_AIX	7	7	7	7	7
ELFOSABI_ARM	97	97	97	97	97
ELFOSABI_ARM_AEABI	64	64	64	???	???
ELFOSABI_FREEBSD	9	9	9	9	9
ELFOSABI_GNU	3	3	3	???	???
ELFOSABI_HPUX	1	1	1	1	1
ELFOSABI_IRIX	8	8	8	8	8
ELFOSABI_LINUX	ELFOSABI_GNU	ELFOSABI_GNU	ELFOSABI_GNU	3	3
ELFOSABI_MODESTO	11	11	11	11	11
ELFOSABI_NETBSD	2	2	2	2	2
ELFOSABI_NONE	0	0	0	0	0
ELFOSABI_OPENBSD	12	12	12	12	12
ELFOSABI_SOLARIS	6	6	6	6	6
ELFOSABI_STANDALONE	255	255	255	255	255
ELFOSABI_SYSV	0	0	0	0	0
ELFOSABI_TRU64	10	10	10	10	10
ELF_NOTE_ABI	NT_GNU_ABI_TAG	NT_GNU_ABI_TAG	NT_GNU_ABI_TAG	NT_GNU_ABI_TAG	NT_GNU_ABI_TAG
ELF_NOTE_GNU	&quot;GNU&quot;	&quot;GNU&quot;	&quot;GNU&quot;	&quot;GNU&quot;	&quot;GNU&quot;
ELF_NOTE_OS_FREEBSD	3	3	3	3	3
ELF_NOTE_OS_GNU	1	1	1	1	1
ELF_NOTE_OS_LINUX	0	0	0	0	0
ELF_NOTE_OS_SOLARIS2	2	2	2	2	2
ELF_NOTE_PAGESIZE_HINT	1	1	1	1	1
ELF_NOTE_SOLARIS	&quot;SUNW Solaris&quot;	&quot;SUNW Solaris&quot;	&quot;SUNW Solaris&quot;	&quot;SUNW Solaris&quot;	&quot;SUNW Solaris&quot;
ELIBACC	79	79	79	79	79
ELIBBAD	80	80	80	80	80
ELIBEXEC	83	83	83	83	83
ELIBMAX	82	82	82	82	82
ELIBSCN	81	81	81	81	81
ELNRNG	48	48	48	48	48
ELOOP	40	40	40	40	40
EMEDIUMTYPE	124	124	124	124	124
EMFILE	24	24	24	24	24
EMLINK	31	31	31	31	31
EMSGSIZE	90	90	90	90	90
EMULTIHOP	72	72	72	72	72
EM_386	3	3	3	3	3
EM_68HC05	72	72	72	72	72
EM_68HC08	71	71	71	71	71
EM_68HC11	70	70	70	70	70
EM_68HC12	53	53	53	53	53
EM_68HC16	69	69	69	69	69
EM_68K	4	4	4	4	4
EM_860	7	7	7	7	7
EM_88K	5	5	5	5	5
EM_960	19	19	19	19	19
EM_AARCH64	183	183	183	???	???
EM_ALPHA	0x9026	0x9026	0x9026	0x9026	0x9026
EM_ARC	45	45	45	45	45
EM_ARC_A5	93	93	93	93	93
EM_ARM	40	40	40	40	40
EM_AVR	83	83	83	83	83
EM_COLDFIRE	52	52	52	52	52
EM_CRIS	76	76	76	76	76
EM_D10V	85	85	85	85	85
EM_D30V	86	86	86	86	86
EM_FAKE_ALPHA	41	41	41	41	41
EM_FIREPATH	78	78	78	78	78
EM_FR20	37	37	37	37	37
EM_FR30	84	84	84	84	84
EM_FX66	66	66	66	66	66
EM_H8S	48	48	48	48	48
EM_H8_300	46	46	46	46	46
EM_H8_300H	47	47	47	47	47
EM_H8_500	49	49	49	49	49
EM_HUANY	81	81	81	81	81
EM_IA_64	50	50	50	50	50
EM_JAVELIN	77	77	77	77	77
EM_M32	1	1	1	1	1
EM_M32R	88	88	88	88	88
EM_ME16	59	59	59	59	59
EM_MICROBLAZE	189	189	189	???	???
EM_MIPS	8	8	8	8	8
EM_MIPS_RS3_LE	10	10	10	10	10
EM_MIPS_X	51	51	51	51	51
EM_MMA	54	54	54	54	54
EM_MMIX	80	80	80	80	80
EM_MN10200	90	90	90	90	90
EM_MN10300	89	89	89	89	89
EM_NCPU	56	56	56	56	56
EM_NDR1	57	57	57	57	57
EM_NONE	0	0	0	0	0
EM_NUM	192	192	192	95	95
EM_OPENRISC	92	92	92	92	92
EM_PARISC	15	15	15	15	15
EM_PCP	55	55	55	55	55
EM_PDSP	63	63	63	63	63
EM_PJ	91	91	91	91	91
EM_PPC	20	20	20	20	20
EM_PPC64	21	21	21	21	21
EM_PRISM	82	82	82	82	82
EM_RCE	39	39	39	39	39
EM_RH32	38	38	38	38	38
EM_S370	9	9	9	9	9
EM_S390	22	22	22	22	22
EM_SH	42	42	42	42	42
EM_SPARC	2	2	2	2	2
EM_SPARC32PLUS	18	18	18	18	18
EM_SPARCV9	43	43	43	43	43
EM_ST100	60	60	60	60	60
EM_ST19	74	74	74	74	74
EM_ST7	68	68	68	68	68
EM_ST9PLUS	67	67	67	67	67
EM_STARCORE	58	58	58	58	58
EM_SVX	73	73	73	73	73
EM_TILEGX	191	191	191	???	???
EM_TILEPRO	188	188	188	???	???
EM_TINYJ	61	61	61	61	61
EM_TRICORE	44	44	44	44	44
EM_V800	36	36	36	36	36
EM_V850	87	87	87	87	87
EM_VAX	75	75	75	75	75
EM_VPP500	17	17	17	17	17
EM_X86_64	62	62	62	62	62
EM_XTENSA	94	94	94	94	94
EM_ZSP	79	79	79	79	79
ENAMETOOLONG	36	36	36	36	36
ENAVAIL	119	119	119	119	119
ENETDOWN	100	100	100	100	100
ENETRESET	102	102	102	102	102
ENETUNREACH	101	101	101	101	101
ENFILE	23	23	23	23	23
ENOANO	55	55	55	55	55
ENOBUFS	105	105	105	105	105
ENOCSI	50	50	50	50	50
ENODATA	61	61	61	61	61
ENODEV	19	19	19	19	19
ENOENT	2	2	2	2	2
ENOEXEC	8	8	8	8	8
ENOKEY	126	126	126	126	126
ENOLCK	37	37	37	37	37
ENOLINK	67	67	67	67	67
ENOMEDIUM	123	123	123	123	123
ENOMEM	12	12	12	12	12
ENOMSG	42	42	42	42	42
ENONET	64	64	64	64	64
ENOPKG	65	65	65	65	65
ENOPROTOOPT	92	92	92	92	92
ENOSPC	28	28	28	28	28
ENOSR	63	63	63	63	63
ENOSTR	60	60	60	60	60
ENOSYS	38	38	38	38	38
ENOTBLK	15	15	15	15	15
ENOTCONN	107	107	107	107	107
ENOTDIR	20	20	20	20	20
ENOTEMPTY	39	39	39	39	39
ENOTNAM	118	118	118	118	118
ENOTRECOVERABLE	131	131	131	131	131
ENOTSOCK	88	88	88	88	88
ENOTSUP	EOPNOTSUPP	EOPNOTSUPP	EOPNOTSUPP	EOPNOTSUPP	EOPNOTSUPP
ENOTTY	25	25	25	25	25
ENOTUNIQ	76	76	76	76	76
ENXIO	6	6	6	6	6
EOF	(-1)	(-1)	(-1)	(-1)	(-1)
EOPNOTSUPP	95	95	95	95	95
EOVERFLOW	75	75	75	75	75
EOWNERDEAD	130	130	130	130	130
EPERM	1	1	1	1	1
EPFNOSUPPORT	96	96	96	96	96
EPIPE	32	32	32	32	32
EPOLLERR	EPOLLERR	EPOLLERR	EPOLLERR	EPOLLERR	EPOLLERR
EPOLLET	EPOLLET	EPOLLET	EPOLLET	EPOLLET	EPOLLET
EPOLLHUP	EPOLLHUP	EPOLLHUP	EPOLLHUP	EPOLLHUP	EPOLLHUP
EPOLLIN	EPOLLIN	EPOLLIN	EPOLLIN	EPOLLIN	EPOLLIN
EPOLLMSG	EPOLLMSG	EPOLLMSG	EPOLLMSG	EPOLLMSG	EPOLLMSG
EPOLLONESHOT	EPOLLONESHOT	EPOLLONESHOT	EPOLLONESHOT	EPOLLONESHOT	EPOLLONESHOT
EPOLLOUT	EPOLLOUT	EPOLLOUT	EPOLLOUT	EPOLLOUT	EPOLLOUT
EPOLLPRI	EPOLLPRI	EPOLLPRI	EPOLLPRI	EPOLLPRI	EPOLLPRI
EPOLLRDBAND	EPOLLRDBAND	EPOLLRDBAND	EPOLLRDBAND	EPOLLRDBAND	EPOLLRDBAND
EPOLLRDHUP	EPOLLRDHUP	EPOLLRDHUP	EPOLLRDHUP	EPOLLRDHUP	EPOLLRDHUP
EPOLLRDNORM	EPOLLRDNORM	EPOLLRDNORM	EPOLLRDNORM	EPOLLRDNORM	EPOLLRDNORM
EPOLLWAKEUP	EPOLLWAKEUP	EPOLLWAKEUP	EPOLLWAKEUP	???	???
EPOLLWRBAND	EPOLLWRBAND	EPOLLWRBAND	EPOLLWRBAND	EPOLLWRBAND	EPOLLWRBAND
EPOLLWRNORM	EPOLLWRNORM	EPOLLWRNORM	EPOLLWRNORM	EPOLLWRNORM	EPOLLWRNORM
EPOLL_CLOEXEC	EPOLL_CLOEXEC	EPOLL_CLOEXEC	EPOLL_CLOEXEC	EPOLL_CLOEXEC	EPOLL_CLOEXEC
EPOLL_CTL_ADD	1	1	1	1	1
EPOLL_CTL_DEL	2	2	2	2	2
EPOLL_CTL_MOD	3	3	3	3	3
EPROTO	71	71	71	71	71
EPROTONOSUPPORT	93	93	93	93	93
EPROTOTYPE	91	91	91	91	91
ERANGE	34	34	34	34	34
EREMCHG	78	78	78	78	78
EREMOTE	66	66	66	66	66
EREMOTEIO	121	121	121	121	121
ERESTART	85	85	85	85	85
ERFKILL	132	132	132	???	???
EROFS	30	30	30	30	30
ESHUTDOWN	108	108	108	108	108
ESOCKTNOSUPPORT	94	94	94	94	94
ESPIPE	29	29	29	29	29
ESRCH	3	3	3	3	3
ESRMNT	69	69	69	69	69
ESTALE	116	116	116	116	116
ESTRPIPE	86	86	86	86	86
ETIME	62	62	62	62	62
ETIMEDOUT	110	110	110	110	110
ETOOMANYREFS	109	109	109	109	109
ETXTBSY	26	26	26	26	26
ET_CORE	4	4	4	4	4
ET_DYN	3	3	3	3	3
ET_EXEC	2	2	2	2	2
ET_HIOS	0xfeff	0xfeff	0xfeff	0xfeff	0xfeff
ET_HIPROC	0xffff	0xffff	0xffff	0xffff	0xffff
ET_LOOS	0xfe00	0xfe00	0xfe00	0xfe00	0xfe00
ET_LOPROC	0xff00	0xff00	0xff00	0xff00	0xff00
ET_NONE	0	0	0	0	0
ET_NUM	5	5	5	5	5
ET_REL	1	1	1	1	1
EUCLEAN	117	117	117	117	117
EUNATCH	49	49	49	49	49
EUSERS	87	87	87	87	87
EV_CURRENT	1	1	1	1	1
EV_NONE	0	0	0	0	0
EV_NUM	2	2	2	2	2
EWOULDBLOCK	EAGAIN	EAGAIN	EAGAIN	EAGAIN	EAGAIN
EXDEV	18	18	18	18	18
EXFULL	54	54	54	54	54
EXIT_FAILURE	1	1	1	1	1
EXIT_SUCCESS	0	0	0	0	0
EXPR_NEST_MAX	_POSIX2_EXPR_NEST_MAX	_POSIX2_EXPR_NEST_MAX	_POSIX2_EXPR_NEST_MAX	_POSIX2_EXPR_NEST_MAX	_POSIX2_EXPR_NEST_MAX
E_MIPS_ARCH_1	EF_MIPS_ARCH_1	EF_MIPS_ARCH_1	EF_MIPS_ARCH_1	0x00000000	0x00000000
E_MIPS_ARCH_2	EF_MIPS_ARCH_2	EF_MIPS_ARCH_2	EF_MIPS_ARCH_2	0x10000000	0x10000000
E_MIPS_ARCH_3	EF_MIPS_ARCH_3	EF_MIPS_ARCH_3	EF_MIPS_ARCH_3	0x20000000	0x20000000
E_MIPS_ARCH_32	EF_MIPS_ARCH_32	EF_MIPS_ARCH_32	EF_MIPS_ARCH_32	0x60000000	0x60000000
E_MIPS_ARCH_4	EF_MIPS_ARCH_4	EF_MIPS_ARCH_4	EF_MIPS_ARCH_4	0x30000000	0x30000000
E_MIPS_ARCH_5	EF_MIPS_ARCH_5	EF_MIPS_ARCH_5	EF_MIPS_ARCH_5	0x40000000	0x40000000
E_MIPS_ARCH_64	EF_MIPS_ARCH_64	EF_MIPS_ARCH_64	EF_MIPS_ARCH_64	0x70000000	0x70000000
ElfW(type)	_ElfW (Elf, __ELF_NATIVE_CLASS, type)	_ElfW (Elf, __ELF_NATIVE_CLASS, type)	_ElfW (Elf, __ELF_NATIVE_CLASS, type)	_ElfW (Elf, __ELF_NATIVE_CLASS, type)	_ElfW (Elf, __ELF_NATIVE_CLASS, type)
FALLOC_FL_KEEP_SIZE	1	1	1	???	???
FALLOC_FL_PUNCH_HOLE	2	2	2	???	???
FAPPEND	O_APPEND	O_APPEND	O_APPEND	O_APPEND	O_APPEND
FASYNC	O_ASYNC	O_ASYNC	O_ASYNC	O_ASYNC	O_ASYNC
FD_CLOEXEC	1	1	1	1	1
FD_CLR(fd,fdsetp)	__FD_CLR (fd, fdsetp)	__FD_CLR (fd, fdsetp)	__FD_CLR (fd, fdsetp)	__FD_CLR (fd, fdsetp)	__FD_CLR (fd, fdsetp)
FD_ISSET(fd,fdsetp)	__FD_ISSET (fd, fdsetp)	__FD_ISSET (fd, fdsetp)	__FD_ISSET (fd, fdsetp)	__FD_ISSET (fd, fdsetp)	__FD_ISSET (fd, fdsetp)
FD_SET(fd,fdsetp)	__FD_SET (fd, fdsetp)	__FD_SET (fd, fdsetp)	__FD_SET (fd, fdsetp)	__FD_SET (fd, fdsetp)	__FD_SET (fd, fdsetp)
FD_SETSIZE	__FD_SETSIZE	__FD_SETSIZE	__FD_SETSIZE	__FD_SETSIZE	__FD_SETSIZE
FD_ZERO(fdsetp)	__FD_ZERO (fdsetp)	__FD_ZERO (fdsetp)	__FD_ZERO (fdsetp)	__FD_ZERO (fdsetp)	__FD_ZERO (fdsetp)
FE_ALL_EXCEPT	(FE_INEXACT | FE_DIVBYZERO | FE_UNDERFLOW | FE_OVERFLOW | FE_INVALID)	(FE_INEXACT | FE_DIVBYZERO | FE_UNDERFLOW | FE_OVERFLOW | FE_INVALID)	(FE_INEXACT | FE_DIVBYZERO | FE_UNDERFLOW | FE_OVERFLOW | FE_INVALID)	(FE_INEXACT | FE_DIVBYZERO | FE_UNDERFLOW | FE_OVERFLOW | FE_INVALID)	(FE_INEXACT | FE_DIVBYZERO | FE_UNDERFLOW | FE_OVERFLOW | FE_INVALID)
